93456,10054
93456,20352
93456,116711
93456,207703
527343,24420
527343,1259
527343,44564
527343,290762
527343,38
460668,2062
460668,694
460668,745
460668,453
460668,34016
313369,525
313369,10947
313369,2976
313369,10545
313369,824
76492,159824
76492,766
76492,9479
76492,129
76492,671
106646,4771
106646,400535
106646,429733
106646,308266
106646,261023
218746,52449
218746,431185
218746,18148
218746,142
218746,449176
214756,10193
214756,250546
214756,72105
214756,11551
214756,11187
455656,19840
455656,272693
455656,10625
455656,449176
455656,2105
608,607
608,601
608,840
608,395
608,817
585,62211
585,339404
585,13374
585,1124
585,275
260514,335797
260514,9986
260514,258509
260514,9598
260514,9447
335797,260514
335797,9836
335797,9986
335797,258509
335797,9598
9486,954
9486,37724
9486,207703
9486,646
9486,47971
62177,109445
62177,10144
62177,10693
62177,10555
62177,10882
181533,1593
181533,81
181533,122
181533,863
181533,131631
257445,767
257445,671
257445,674
257445,68728
257445,12155
177572,281957
177572,479
177572,2048
177572,238636
177572,395834
14160,9479
14160,3933
14160,326359
14160,32085
14160,145316
437557,376660
437557,391713
437557,12689
437557,11631
437557,112160
58233,37724
58233,207703
58233,9486
58233,646
58233,47971
449176,398818
449176,376867
449176,152584
449176,26280
449176,511785
49013,920
49013,270946
49013,585
49013,105
49013,808
310,604
310,311
310,59678
310,9946
310,5876
370567,10705
370567,10688
370567,297708
370567,106857
370567,119923
171274,8966
171274,769
171274,222935
171274,465136
171274,449176
270946,49013
270946,10527
270946,10140
270946,12
270946,920
353486,314095
353486,258489
353486,131631
353486,333339
353486,328387
9502,278927
9502,140300
9502,812
9502,24
9502,604
18785,10029
18785,45243
18785,627
18785,10474
18785,429733
49519,425
49519,387592
49519,89
49519,12429
49519,8392
399174,387592
399174,263109
399174,531
399174,533
399174,530
950,425
950,7840
950,435
950,387893
2062,6283
2062,10009
2062,308531
2062,10137
2062,295964
339846,205775
339846,11836
339846,152747
339846,2756
339846,790
809,808
809,10882
809,150689
809,810
809,321612
254470,114150
254470,354912
254470,313369
254470,11451
254470,290762
431530,13673
431530,11395
431530,8871
431530,10872
431530,9279
8355,351286
8355,329
8355,12144
8355,88751
8355,135397
496327,11109
496327,37903
496327,49064
496327,57849
496327,174453
223702,8363
223702,86838
223702,9986
223702,376659
223702,9598
41154,348
41154,840
41154,602
41154,126889
41154,12914
384677,769
384677,968
384677,10362
384677,18487
384677,11517
10192,808
10192,809
10192,810
10192,10882
10192,14442
271718,8363
271718,40807
271718,510
271718,10312
271718,4964
350,65754
350,8966
350,2501
350,281957
350,222935
34544,5353
34544,857
34544,9654
34544,10782
34544,6973
454619,281957
454619,8456
454619,156022
454619,238636
454619,395834
390043,245891
390043,1620
390043,249070
390043,667
390043,27582
10193,38757
10193,862
10193,214756
10193,72105
10193,10895
391713,398818
391713,376867
391713,84892
391713,11421
391713,9813
225886,290762
225886,49519
225886,22152
225886,12102
225886,87567
127380,9479
127380,920
127380,12
127380,10555
127380,10865
920,49013
920,127380
920,128
920,62211
920,168259
77338,44564
77338,290762
77338,862
77338,13
77338,68718
420814,371638
420814,389015
420814,424
420814,769
420814,363676
120467,539
120467,311
120467,843
120467,97630
120467,132344
371638,8966
371638,424
371638,769
371638,222935
371638,465136
401561,272693
401561,449176
401561,9880
401561,10625
401561,10330
301337,604
301337,605
301337,335984
301337,500664
301337,9739
502682,451480
502682,5951
502682,448514
502682,125255
57800,425
57800,30505
57800,17610
57800,18905
57800,10567
194,49519
194,1278
194,116711
194,8195
194,707
19908,336843
19908,72190
19908,280
19908,1571
19908,294254
224141,10882
224141,808
224141,809
224141,150689
224141,321612
10527,8393
10527,363676
10527,9732
10527,11430
10527,9904
337170,146216
337170,813
337170,141
337170,744
337170,429351
232572,253412
232572,9350
232572,9392
232572,433808
232572,978
82702,10191
82702,10054
82702,425
82702,6637
82702,111
19913,50544
19913,521
19913,38
19913,862
19913,398818
443009,389015
443009,363676
443009,324786
443009,266856
443009,371638
787,1620
787,249070
787,2501
787,27582
787,521
339404,585
339404,13374
339404,272
339404,1124
339404,105
109439,18785
109439,45243
109439,8859
109439,981
109439,87502
9880,449176
9880,272693
9880,286565
9880,50479
9880,674
454992,691
454992,36669
454992,37724
454992,646
454992,206647
454283,68718
454283,105
454283,1562
454283,16314
454283,296099
483435,273153
483435,437557
483435,11631
483435,297762
483435,376867
278154,425
278154,17610
278154,18905
278154,49519
278154,387592
268531,52449
268531,406997
268531,346364
268531,862
268531,82690
46195,278927
46195,172385
46195,9325
46195,15969
46195,15016
11130,4974
11130,521
11130,50546
11130,812
11130,597
118,252
118,9880
118,34584
118,671
118,674
4247,22705
4247,238636
4247,398181
4247,339692
4247,562
146216,657
146216,667
146216,954
146216,691
146216,708
353616,254470
353616,114150
353616,335797
353616,332562
353616,354912
88751,351286
88751,11571
88751,12155
88751,120
88751,411
387592,425
387592,49519
387592,278154
387592,17610
387592,60308
8363,57214
8363,15037
8363,449176
8363,15144
8363,11355
512584,91586
512584,620
512584,423536
512584,4011
512584,416234
463053,364689
463053,40807
463053,62211
463053,627
463053,290762
13053,9325
13053,2698
13053,11886
13053,927
13053,10948
308266,4771
308266,106646
308266,400535
308266,2503
308266,12143
1593,351286
1593,181533
1593,135397
1593,12144
1593,88751
122906,13
122906,141
122906,521
122906,118
122906,394117
297725,281957
297725,449176
297725,101299
297725,336843
297725,333339
40807,290762
40807,510
40807,13
40807,394117
40807,340666
203801,691
203801,27576
203801,36669
203801,37724
203801,206647
62213,4011
62213,76492
62213,159824
62213,49017
62213,321612
13374,449176
13374,18126
13374,14069
13374,585
13374,1124
22538,359784
22538,16129
22538,9958
22538,42542
22538,108723
43074,4011
43074,620
43074,91586
43074,416234
43074,335796
8321,101
8321,680
8321,772
8321,2034
8321,949
1493,315837
1493,3132
1493,4349
1493,1583
1493,2320
238713,954
238713,955
238713,691
238713,302699
238713,817
274167,49519
274167,8272
274167,93456
274167,225886
274167,8390
11631,437557
11631,252
11631,109445
11631,1547
11631,2539
399796,8277
399796,49519
399796,325133
399796,12620
399796,12429
112160,14
112160,449176
112160,86331
112160,17130
112160,13
418827,53932
418827,345
418827,10068
418827,796
418827,802
340022,1571
340022,562
340022,1572
340022,2502
340022,2320
7443,107846
7443,1368
7443,708
7443,533
7443,1635
436931,81
436931,351460
436931,507562
436931,507569
436931,12429
324849,1452
324849,141052
324849,1924
324849,8536
324849,9531
65057,1597
65057,11846
65057,352501
65057,12634
65057,3309
419680,13673
419680,11395
419680,8871
419680,10872
419680,9279
114150,254470
114150,313369
114150,55721
114150,460019
114150,440021
8274,525
8274,369557
8274,425703
8274,5708
8274,9591
2976,313369
2976,6477
2976,69
2976,630
2976,86829
400579,10054
400579,425
400579,111
400579,401561
400579,2758
62764,58595
62764,290595
62764,150689
62764,672
62764,673
810,10191
810,809
810,808
810,71805
810,10882
50546,24420
50546,1259
50546,521
50546,38
50546,225886
296099,11153
296099,19908
296099,135397
296099,329
296099,306
4638,4771
4638,984
4638,1949
4638,1696
4638,75780
2698,82702
2698,49519
2698,787
2698,112160
2698,89
442062,9479
442062,10439
442062,601
442062,671
442062,948
228967,954
228967,955
228967,146216
228967,47964
228967,429351
2770,17899
2770,8363
2770,57214
2770,86838
2770,22705
72105,862
72105,19913
72105,24420
72105,13523
72105,50544
399170,949
399170,339403
399170,9654
399170,298
399170,154400
272693,449176
272693,286565
272693,9880
272693,1259
272693,308369
324852,93456
324852,10140
324852,36819
324852,20352
324852,116711
325189,272693
325189,11887
325189,9880
325189,2105
325189,449176
472918,36647
472918,55292
472918,513691
472918,36648
472918,38167
492024,398818
492024,350060
492024,449176
492024,84892
492024,11421
153518,338970
153518,810
153518,10488
153518,9488
153518,9986
747,170
747,68
747,762
747,72190
747,419430
364689,920
364689,1265
364689,2503
364689,25475
364689,9986
433310,41154
433310,141
433310,105
433310,673
433310,127585
302699,954
302699,691
302699,36669
302699,37724
302699,207703
10555,62177
10555,109445
10555,127380
10555,578
10555,297762
138832,4771
138832,339692
138832,273481
138832,398181
138832,429733
50544,862
50544,38
50544,19913
50544,1903
50544,40807
3981,437557
3981,11631
3981,297762
3981,394117
3981,11451
419635,449749
419635,11879
419635,371608
419635,920
419635,474335
80321,10527
80321,10258
80321,270946
80321,9836
80321,58224
4327,146
4327,11841
4327,140300
4327,9461
4327,24
4964,8363
4964,271718
4964,179144
4964,109414
4964,122081
1584,89185
1584,449176
1584,2108
1584,525
1584,9880
10661,612
10661,399248
10661,433627
10661,67
10661,8885
1581,634
1581,51052
1581,9479
1581,772
1581,941
25195,24
25195,712
25195,1979
25195,50124
25195,1597
400928,52449
400928,35052
400928,14069
400928,103663
400928,18148
1824,1903
1824,77
1824,346685
1824,38
1824,72570
39514,254904
39514,954
39514,955
39514,146216
39514,47964
227159,8067
227159,562
227159,1571
227159,483
227159,10694
228161,348
228161,126889
228161,157336
228161,19995
228161,286217
353070,755
353070,1969
353070,11520
353070,416160
353070,8270
38055,9806
38055,809
38055,127380
38055,787
38055,272
10591,272693
10591,10625
10591,449176
10591,9880
10591,37725
137106,1452
137106,1924
137106,8536
137106,9531
137106,209112
10625,272693
10625,449176
10625,89185
10625,18892
10625,9880
19994,1690
19994,588
19994,298250
19994,381288
19994,449176
257211,39781
257211,20770
257211,273153
257211,437557
257211,370663
43593,14372
43593,660
43593,2756
43593,11607
43593,36670
37735,14671
37735,449176
37735,9880
37735,37725
37735,8363
9339,924
9339,1597
9339,264644
9339,82703
9339,10353
196867,11224
196867,150689
196867,224141
196867,9325
196867,407655
693,93456
693,49519
693,376867
693,394117
693,10054
100042,44564
100042,290762
100042,13
100042,920
100042,862
45243,18785
45243,8363
45243,339692
45243,627
45243,9352
109414,8363
109414,627
109414,9552
109414,14
109414,91586
10679,348
10679,62
10679,1771
10679,637
10679,16869
64688,75780
64688,90
64688,193893
64688,807
64688,1422
8275,12620
8275,112160
8275,8277
8275,325133
8275,209419
41513,1452
41513,49521
41513,141052
41513,209112
41513,297762
10054,425
10054,393
10054,745
10054,93456
10054,601
9522,6557
9522,24
9522,3933
9522,712
9522,455207
52449,8363
52449,13374
52449,400547
52449,406997
52449,400928
86838,193893
86838,769
86838,398175
86838,74997
86838,339692
7446,258489
7446,14
7446,856
7446,509
7446,74643
594,9738
594,2539
594,639
594,1213
594,712
22705,27066
22705,55580
22705,50124
22705,341174
22705,24402
10501,38757
10501,1865
10501,142
10501,429
10501,22
219318,920
219318,296099
219318,474335
219318,19908
219318,339404
211672,20352
211672,93456
211672,366141
211672,324852
211672,350
503619,14
503619,419430
503619,747
503619,109414
503619,1359
18360,1593
18360,863
18360,181533
18360,38055
18360,44826
136799,122
136799,109445
136799,60304
136799,32685
136799,35614
9928,198184
9928,2048
9928,605
9928,87101
9928,91314
7512,263115
7512,157350
7512,2048
7512,180
7512,9693
5966,1581
5966,11931
5966,6557
5966,35558
5966,8976
1268,9479
1268,1581
1268,1281
1268,772
1268,8871
18240,9813
18240,5781
18240,437557
18240,11631
18240,297762
452773,121734
452773,12230
452773,11982
452773,11674
452773,9598
1597,956
1597,65057
1597,1979
1597,138103
1597,25195
8277,22705
8277,8469
8277,122081
8277,17899
8277,325133
8961,96
8961,306
8961,9679
8961,562
8961,9737
402897,310307
402897,14
402897,419430
402897,300671
402897,747
507143,272693
507143,10625
507143,4951
507143,449176
507143,89185
140300,9502
140300,808
140300,604
140300,605
140300,809
22794,1593
22794,105
22794,2062
22794,411
22794,158852
59962,862
59962,19913
59962,50544
59962,44564
59962,1628
49524,9654
49524,521
49524,146233
49524,238636
49524,210577
82693,272693
82693,286565
82693,109689
82693,417678
82693,510
489929,812
489929,238
489929,272
489929,521
489929,209419
77930,394117
77930,568
77930,44214
77930,264660
77930,9737
11619,699
11619,646
11619,657
11619,667
11619,691
22970,98568
22970,449535
22970,17609
22970,11298
22970,265016
41733,296099
41733,1541
41733,2163
41733,9584
41733,13523
2899,564
2899,68735
2899,259316
2899,12445
2899,674
11451,273153
11451,920
11451,297762
11451,11631
11451,168259
2123,13515
2123,1018
2123,364
2123,1571
2123,44214
286554,772
286554,9479
286554,634
286554,258480
286554,8871
50022,4771
50022,26390
50022,11423
50022,75780
50022,193893
376659,22152
376659,225886
376659,8363
376659,179144
376659,290762
416051,340666
416051,1262
416051,1700
416051,111969
416051,411741
50646,38
50646,8390
50646,12556
50646,844
50646,111969
193893,86838
193893,4771
193893,473149
193893,90
193893,562
107985,14161
107985,274855
107985,475210
107985,109414
107985,18
87818,273153
87818,437557
87818,11631
87818,297762
87818,376867
76493,1523
76493,402897
76493,10303
76493,9355
76493,914
77459,124905
77459,293167
77459,268896
77459,7191
77459,585
10488,22
10488,58
10488,285
10488,9502
10488,808
134,69
134,872
134,30197
134,2005
134,1813
7453,299687
7453,101299
7453,336843
7453,644
7453,126889
44896,294254
44896,604
44896,605
44896,2048
44896,280
4944,50546
4944,1586
4944,332872
4944,11588
4944,455565
71552,843
71552,1440
71552,14
71552,787
71552,112160
1574,1645
1574,396371
1574,12219
1574,389
1574,11975
375107,9598
375107,11571
375107,10715
375107,453191
375107,31518
10313,1368
10313,1369
10313,13
10313,11778
10313,2604
291870,24
291870,712
291870,50124
291870,6557
291870,10330
